40	1	1	This is the record of the genealogy of Jesus Christ, the son of David, the son of Abraham:
40	1	2	Abraham was the father of Isaac, Isaac the father of Jacob, and Jacob the father of Judah and his brothers.
40	1	3	Judah was the father of Perez and Zerah by Tamar, Perez the father of Hezron, and Hezron the father of Ram.
40	1	4	Ram was the father of Amminadab, Amminadab the father of Nahshon, and Nahshon the father of Salmon.
40	1	5	Salmon was the father of Boaz by Rahab, Boaz the father of Obed by Ruth, Obed the father of Jesse,
40	1	6	and Jesse the father of David the king. Next: David was the father of Solomon by Uriah’s wife,
40	1	7	Solomon the father of Rehoboam, Rehoboam the father of Abijah, and Abijah the father of Asa.
40	1	8	Asa was the father of Jehoshaphat, Jehoshaphat the father of Joram, and Joram the father of Uzziah.
40	1	9	Uzziah was the father of Jotham, Jotham the father of Ahaz, and Ahaz the father of Hezekiah.
40	1	10	Hezekiah was the father of Manasseh, Manasseh the father of Amos, Amos the father of Josiah,
40	1	11	and Josiah the father of Jeconiah and his brothers at the time of the exile to Babylon.
40	1	12	After the exile to Babylon: Jeconiah was the father of Shealtiel, Shealtiel the father of Zerubbabel,
40	1	13	Zerubbabel the father of Abiud, Abiud the father of Eliakim, and Eliakim the father of Azor.
40	1	14	Azor was the father of Zadok, Zadok the father of Achim, and Achim the father of Eliud.
40	1	15	Eliud was the father of Eleazar, Eleazar the father of Matthan, Matthan the father of Jacob,
40	1	16	and Jacob the father of Joseph, the husband of Mary, of whom was born Jesus, who is called Christ.
40	1	17	In all, then, there were fourteen generations from Abraham to David, fourteen from David to the exile to Babylon, and fourteen from the exile to the Christ.
40	1	18	This is how the birth of Jesus Christ came about: His mother Mary was pledged in marriage to Joseph, but before they came together, she was found to be with Child through the Holy Spirit.
40	1	19	Because Joseph her husband, a righteous man, was unwilling to disgrace her publicly, he resolved to divorce her quietly.
40	1	20	But after he had pondered these things, an angel of the Lord appeared to him in a dream and said, “Joseph, son of David, do not be afraid to take Mary as your wife, for the One conceived in her is from the Holy Spirit.
40	1	21	She will give birth to a son, and you shall give Him the name Jesus, because He will save His people from their sins.”
40	1	22	All this took place to fulfill what the Lord had said through the prophet:
40	1	23	“Behold! The virgin will be with child and will give birth to a son, and they will call Him Immanuel” (which means, “God with us”).
40	1	24	When Joseph woke up, he did as the angel of the Lord had commanded him, and embraced Mary as his wife.
40	1	25	But he had no union with her until she gave birth to a Son. And he gave Him the name Jesus.
40	2	1	After Jesus was born in Bethlehem in Judea, during the time of King Herod, Magi from the east arrived in Jerusalem,
40	2	2	asking, “Where is the One who has been born King of the Jews? We saw His star in the east and have come to worship Him.”
40	2	3	When King Herod heard this, he was disturbed, and all Jerusalem with him.
40	2	4	When he had assembled all the chief priests and scribes of the people, he inquired where the Christ was to be born.
40	2	5	“In Bethlehem in Judea,” they replied, “for this is what the prophet has written:
40	2	6	‘But you, Bethlehem, in the land of Judah, are by no means least among the rulers of Judah, for out of you will come a ruler who will be the shepherd of My people Israel.’”
40	2	7	Then Herod called the Magi secretly and learned from them the exact time the star had appeared.
40	2	8	And sending them to Bethlehem, he said: “Go, search carefully for the Child, and when you find Him, report to me, so that I too may go and worship Him.”
40	2	9	After they had heard the king, they went on their way, and the star they had seen in the east went ahead of them until it stood over the place where the Child was.
40	2	10	When they saw the star, they rejoiced with great delight.
40	2	11	On coming to the house, they saw the Child with His mother Mary, and they fell down and worshiped Him. Then they opened their treasures and presented Him with gifts of gold and frankincense and myrrh.
40	2	12	And having been warned in a dream not to return to Herod, they withdrew to their country by another route.
40	2	13	When they had gone, an angel of the Lord appeared to Joseph in a dream. “Get up!” he said. “Take the Child and His mother and flee to Egypt. Stay there until I tell you, for Herod is going to search for the Child to kill Him.”
40	2	14	So he got up, took the Child and His mother by night, and withdrew to Egypt,
40	2	15	where he stayed until the death of Herod. This fulfilled what the Lord had spoken through the prophet: “Out of Egypt I called my Son.”
40	2	16	When Herod saw that he had been outwitted by the Magi, he was filled with rage. Sending orders, he put to death all the boys in Bethlehem and its vicinity who were two years old and under, according to the time he had learned from the Magi.
40	2	17	Then what was spoken through the prophet Jeremiah was fulfilled:
