40	1	1	<i>The</i> book of <i>the</i> genealogy of Jesus Christ, son of David, son of Abraham:
40	1	2	Abraham begat Isaac, and Isaac begat Jacob, and Jacob begat Judah and his brothers.
40	1	3	And Judah begat Perez and Zerah out of Tamar, and Perez begat Hezron, and Hezron begat Ram.
40	1	4	And Ram begat Amminadab, and Amminadab begat Nahshon, and Nahshon begat Salmon.
40	1	5	And Salmon begat Boaz out of Rahab, and Boaz begat Obed out of Ruth, and Obed begat Jesse,
40	1	6	and Jesse begat David the king. Next: David begat Solomon, out of the <i>wife</i> of Uriah,
40	1	7	and Solomon begat Rehoboam, and Rehoboam begat Abijah, and Abijah begat Asa.
40	1	8	And Asa begat Jehoshaphat, and Jehoshaphat begat Joram, and Joram begat Uzziah.
40	1	9	And Uzziah begat Jotham, and Jotham begat Ahaz, and Ahaz begat Hezekiah.
40	1	10	And Hezekiah begat Manasseh, and Manasseh begat Amos, and Amos begat Josiah,
40	1	11	and Josiah begat Jeconiah and his brothers at <i>the time</i> of the carrying away to Babylon.
40	1	12	And after the carrying away to Babylon: Jeconiah begat Shealtiel, and Shealtiel begat Zerubbabel,
40	1	13	and Zerubbabel begat Abiud, and Abiud begat Eliakim, and Eliakim begat Azor.
40	1	14	And Azor begat Zadok, and Zadok begat Achim, and Achim begat Eliud.
40	1	15	And Eliud begat Eleazar, and Eleazar begat Matthan, and Matthan begat Jacob,
40	1	16	And Jacob begat Joseph, the husband of Mary, of whom was born Jesus, the <i>One</i> being called Christ.
40	1	17	So all the generations from Abraham to David <i>were</i> fourteen generations, and from David until the carrying away to Babylon fourteen generations, and from the carrying away to Babylon to the Christ fourteen generations.
40	1	18	Now the birth of Jesus Christ came about in this way: His mother Mary, having been pledged to Joseph, before their coming together, was found holding in womb through <i>the</i> Holy Spirit.
40	1	19	Then Joseph her husband, being righteous and not willing to shame her publicly, resolved to divorce her quietly.
40	1	20	But on his having pondered these things, behold, an angel of <i>the</i> Lord appeared to him in a dream, saying, “Joseph, son of David, you should not be afraid to receive Mary <i>as</i> your wife, for that having been conceived in her is from <i>the</i> Holy Spirit.
40	1	21	And she will bring forth a son, and you shall call His name Jesus, for He will save His people from their sins.”
40	1	22	And all this has come to pass, so that it may be fulfilled that having been spoken by the Lord through the prophet, saying,
40	1	23	“Behold, the virgin will hold in womb, and will bring forth a son, and they will call His name Immanuel” which is, being translated, “God with us.”
40	1	24	And Joseph, having been awoken from sleep, did as the angel of <i>the</i> Lord had commanded him and received his wife.
40	1	25	But he did not know her until she had brought forth a Son, and he called His name Jesus.
40	2	1	Now Jesus having been born in Bethlehem of Judea in <i>the</i> days of Herod the king, behold, Magi from <i>the</i> east arrived in Jerusalem,
40	2	2	saying, “Where is the <i>One</i> having been born King of the Jews? For we saw His star in the east and have come to worship Him.”
40	2	3	And King Herod having heard <i>this</i>, was disturbed, and all Jerusalem with him.
40	2	4	And having assembled all the chief priests and scribes of the people, he was inquiring of them where the Christ was to be born.
40	2	5	And they said to him, “In Bethlehem of Judea, for thus has it been written through the prophet:
40	2	6	‘And you, Bethlehem, land of Judah, are by no means least among the rulers of Judah, for out of you will come forth <i>One</i> leading, who will shepherd My people Israel.’”
40	2	7	Then Herod, having called the Magi secretly, inquired of them the exact time of the star appearing.
40	2	8	And having sent them to Bethlehem, he said, “Having gone, search carefully for the Child; and when You shall have found <i>Him</i>, bring word back to me, so that I also having come, may worship Him.”
40	2	9	And having heard the king, they departed. And behold, the star they had seen in the east went before them until, having arrived, it stood over the place where the Child was.
40	2	10	And having seen the star, they rejoiced <i>with</i> exceedingly great joy.
40	2	11	And having come into the house, they found the Child with His mother Mary, and having fallen down, they worshiped Him. And having opened their treasures, they offered to Him gifts, gold and frankincense and myrrh.
40	2	12	And having been divinely warned in a dream not to return to Herod, they withdrew into their own country by another route.
40	2	13	And of them having withdrawn, behold, an angel of <i>the</i> Lord appears to Joseph in a dream saying, “Having arisen, take the Child and His mother, and flee into Egypt, and remain there until I should tell you, for Herod is about to seek the Child to destroy Him.”
40	2	14	And having arisen, he took the Child and His mother by night and withdrew into Egypt,
40	2	15	and there he remained until the death of Herod, so that it might be fulfilled what had been spoken by <i>the</i> Lord through the prophet, saying, “Out of Egypt I have called my Son.”
40	2	16	Then Herod, having seen that he had been outwitted by the Magi, was intensely enraged. And having sent forth, he put to death all the boys in Bethlehem and in all its vicinity from two years old and under, according to the time he had ascertained from the Magi.
40	2	17	Then was fulfilled what was spoken through the prophet Jeremiah, saying:
40	2	18	“A voice was heard in Ramah, weeping and great mourning, Rachel weeping <i>for</i> her children; and she would not be comforted, because they are not.”
40	2	19	But of Herod having died, behold, an angel of <i>the</i> Lord appears in a dream to Joseph in Egypt,
40	2	20	saying, “Having arisen, take the Child and His mother and go into <i>the</i> land of Israel; for those seeking the life of the Child have died.”
40	2	21	And having arisen, he took the Child and His mother and came into <i>the</i> land of Israel.
40	2	22	And having heard that Archelaus reigns over Judea in place of his father Herod, he was afraid to go there. And having been divinely warned in a dream, he withdrew into the district of Galilee.
40	2	23	And having come, he dwelt in a city being called Nazareth, so that it should be fulfilled that having been spoken through the prophets, that “He will be called a Nazarene.”
40	3	1	Now in those days John the Baptist comes, preaching in the wilderness of Judea,
40	3	2	and saying, “Repent, for the kingdom of the heavens has drawn near.”
40	3	3	For this is the <i>one</i> having been spoken of through the prophet Isaiah, saying, “<i>A</i> voice of one crying in the wilderness: ‘Prepare the way of <i>the</i> Lord; make straight His paths.’”
40	3	4	And John himself had his garment of camel’s hair, and a leather belt around his waist, and his food was locusts and wild honey.
40	3	5	At that time were going out to him Jerusalem, and all Judea, and all the region around the Jordan,
40	3	6	and confessing their sins, were being baptized by him in the Jordan River.
40	3	7	But having seen many of the Pharisees and Sadducees coming to his baptism, he said to them, “Brood of vipers, who warned you to flee from the coming wrath?
40	3	8	Therefore produce fruit worthy of repentance.
40	3	9	And do not presume to say within yourselves, ‘We have Abraham <i>as</i> father.’ For I say to you that out of these stones God is able to raise up children unto Abraham.
40	3	10	Already now the ax is applied to the root of the trees. Therefore every tree not producing good fruit is cut down and thrown into <i>the</i> fire.
40	3	11	I indeed baptize you with water unto repentance, but after me is coming He <i>who</i> is mightier than I, of whom I am not worthy to carry the sandals. He will baptize you with <i>the</i> Holy Spirit and with fire,
40	3	12	whose winnowing fork <i>is</i> in His hand, and He will clear His threshing floor and will gather His wheat into the barn; but He will burn up the chaff with unquenchable fire.”
